ID	admixture	Location	age	Latitude	Longitude	Species	Label	oldgroup	newgroup	newgroupfull
MW1043	NA	Finland	2020	67.6108	27.74849	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1047	3	Finland	2012	64.5861	29.3431518	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1048	NA	Finland	2020	68.1021071	29.0689734	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1049	NA	Finland	2020	68.0794097	28.7032482	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1051	3	Finland	2013	68.4091766	28.3223679	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1052	NA	Finland	2020	68.369156	28.0193695	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1053	NA	Finland	2020	68.1238972	28.807709	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW1054	3	Finland	2014	62.3756426	30.2513095	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW348	3	Finland	2017	61.6748233	29.8212187	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW351	NA	Finland	2017	61.6036759	29.7321313	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW359	3	Finland	2016	63.6762401	28.0423145	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW403	3	Finland	1998	63.3185	30.02645	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW404	3	Finland	1998	66.83265	28.67011	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW406	3	Finland	1999	61.89182	29.82726	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW415	3	Finland	2000	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW417	NA	Finland	2000	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW422	3	Finland	2001	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW423	NA	Finland	2001	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW431	NA	Finland	2001	64.88411	28.91165	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW433	3	Finland	2001	64.88411	28.91165	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW435	NA	Finland	2001	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW436	NA	Finland	2001	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW437	NA	Finland	2001	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW441	NA	Finland	1997	64.13065	28.39049	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW442	3	Finland	1996	64.99809	25.69908	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW443	NA	Finland	1997	64.13065	28.39049	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW450	NA	Finland	1998	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW451	3	Finland	1998	62.66788	30.93949	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW454	NA	Finland	1977	62.66788	30.93949	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW456	NA	Finland	1998	61.92411	25.74815	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW457	3	Finland	1997	62.66788	30.93949	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW461	NA	Finland	2002	64.12874	29.52028	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW733A	3	Finland	2017	64.34331604	25.88144639	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW734A	3	Finland	2016	65.10894048	29.63221293	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW740A	3	Finland	2017	68.6402804	28.469675	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW744A	3	Finland	2017	64.67183	29.07741	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW747A	3	Finland	2011	67.69996	29.51117	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW751A	3	Finland	2012	68.1428958	28.8980399	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW756A	NA	Finland	2016	63.4873693	29.4326467	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW759A	3	Finland	2015	63.58929683	29.53955399	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW766A	NA	Finland	2015	63.8200248	26.3077974	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW976	3	Finland	2016	66.1832798	28.250044	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW981	3	Finland	2018	64.5970192	29.3901424	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW986	3	Finland	2018	68.1120395	25.899859	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW988	3	Finland	2019	63.1265554	30.0604154	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW989	NA	Finland	2020	62.2999571	27.1612423	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW990	3	Finland	1982	66.8309713	28.6699331	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW992	3	Finland	1983	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW993	NA	Finland	2020	62.6734482	30.9116358	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW996	NA	Finland	2020	67.4701512	29.6006718	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW997	3	Finland	2017	65.5202578	29.7808303	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW999	3	Finland	1984	62.2118357	30.3615205	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W10	NA	Finland	2007	67.53171	29.61319	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W100	NA	Finland	2007	64.2512	28.24039	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W101	NA	Finland	2020	68.40573	27.9387	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W11	NA	Finland	2001	68.1496	28.74481	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W31	NA	Finland	2020	65.73355	29.90839	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W33	NA	Finland	2020	64.34953	28.46488	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W36	NA	Finland	2020	68.43074	28.3123	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W43	NA	Finland	2020	63.9461	29.26945	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W44	NA	Finland	2020	65.56017	29.34629	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W45	NA	Finland	2020	64.21888	30.2657	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W46	NA	Finland	2020	64.21888	30.2657	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W55	NA	Finland	2020	65.07972	29.63893	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W57	NA	Finland	2020	64.60146	29.77953	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W58	NA	Finland	2020	64.23515	30.47497	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W6	NA	Finland	2020	68.11051	28.66718	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W63	3	Finland	2020	64.19328	28.69488	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W71	3	Finland	2010	65.43394	28.07916	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W77	3	Finland	2017	67.66502	28.50351	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W79	3	Finland	2013	68.05804	29.20357	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W80	3	Finland	2014	67.7943	29.50003	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W81	NA	Finland	2020	67.65116	27.95489	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W82	3	Finland	2014	67.31318	29.3362	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W86	3	Finland	2015	68.64109	28.55907	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W88	NA	Finland	2020	67.75952	29.48339	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W90	NA	Finland	2020	65.63229	29.68094	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
W94	NA	Finland	2020	68.39339	28.35634	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW464	3	Russia	1997	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW466	3	Russia	1999	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW472	3	Russia	1999	62.91318	34.46192	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW474	3	Russia	1999	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW476	3	Russia	1998	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW477	NA	Russia	1998	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW478	3	Russia	1995	62.2062	34.26757	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW479	NA	Russia	1999	62.2062	34.26757	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW482	3	Russia	2000	60.97868	32.97086	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW483	3	Russia	2000	61.80423	36.52604	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW484	3	Russia	2000	61.80423	36.52604	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW485	3	Russia	2000	63.15587	32.99055	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW490	3	Russia	1999	63.91905	38.08377	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW495	3	Russia	1999	63.91905	38.08377	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW499	NA	Russia	2020	61.52401	40	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW504	3	Russia	2020	61.52401	40	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW545	3	Russia	2018	62.665931	34.292776	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW546	NA	Russia	2018	62.665931	34.292776	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW547	NA	Russia	2018	62.665931	34.292776	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW548	NA	Russia	2018	62.665931	34.292776	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW549	NA	Russia	2018	62.665931	34.292776	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW550	3	Russia	2018	61.419537	35.262143	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW551	NA	Russia	2018	61.419537	35.262143	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW552	3	Russia	2018	61.419537	35.262143	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW553	3	Russia	2018	61.419537	35.262143	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW554	NA	Russia	2018	61.419537	35.262143	Wolf	Wolf_Modern	Asian_Central	EKAR	Eastern Karelian
MW555	3	Russia	2018	62.45033	33.238877	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW556	3	Russia	2018	62.295949	34.405013	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW557	NA	Russia	2018	62.477836	34.135643	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW558	NA	Russia	2018	62.491814	34.102684	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW559	NA	Russia	2018	62.250839	34.388362	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
MW560	3	Russia	2017	62.486782	33.711679	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V113	3	Russia	2020	62.3659	34.215968	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V114	3	Russia	2020	61.843127	36.495927	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V115	3	Russia	2020	61.810496	36.219553	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V116	3	Russia	2020	61.662461	37.212984	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V117	3	Russia	2020	62.153229	36.696085	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V126	3	Russia	2020	64.260856	32.024328	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V132	3	Russia	2020	61.419537	35.262143	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V134	NA	Russia	2020	62.487814	33.71803	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V136	3	Russia	2020	62.295949	34.405013	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V138	NA	Russia	2020	62.465124	34.167228	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V141	NA	Russia	2020	62.477836	34.135643	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V142	NA	Russia	2020	62.253721	34.37686	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
V143	3	Russia	2020	62.57127	33.978121	Wolf	Wolf_Modern	Karelian	EKAR	Eastern Karelian
D-05-18	3	Sweden	1975	69.6304287	29.6547394	Wolf	Wolf_Modern	Scandinavian	EKAR	Eastern Karelian
D-77-01	3	Sweden	1975	67.3349132	20.1703108	Wolf	Wolf_Modern	Scandinavian	EKAR	Eastern Karelian
D-79-01	3	Sweden	1975	67.7597268	21.648905	Wolf	Wolf_Modern	Scandinavian	EKAR	Eastern Karelian
M-02-15	3	Sweden	1975	67.4752128	18.4850953	Wolf	Wolf_Modern	Scandinavian	EKAR	Eastern Karelian
M-05-01	NA	Sweden	1981	64.210038	15.4137242	Wolf	Wolf_Modern	Scandinavian	EKAR	Eastern Karelian
MW057	12	Germany	2015	48.661604	9.350134	Wolf	Wolf_Modern	Central_European_lowlands	ITA	Italian
MW071	NA	Germany	2015	48.661604	9.350134	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW086	NA	Germany	2016	48.790447	11.49789	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW097	12	Germany	2018	52.636704	9.845077	Wolf	Wolf_Modern	Central_European_lowlands	ITA	Italian
MW298	12	Italy	2003	41.98833	13.06826	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW300	12	Italy	2007	42.05603	13.10448	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW301	12	Italy	2007	41.92571	13.23055	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW302	NA	Italy	2010	42.01882	13.10791	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW303	12	Italy	2010	41.98833	13.06826	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW304	12	Italy	2010	41.87194	12.56737	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW306	12	Italy	2011	41.98048	13.03602	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW307	NA	Italy	2012	41.92465	13.09366	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW308	12	Italy	2012	42.14003	12.10473	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW309	12	Italy	2012	42.1	12.86666	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
MW310	12	Italy	2020	41.8088	13.79008	Wolf	Wolf_Modern	Italian_peninsula	ITA	Italian
AlaskanWolf	NA	Alaska	2020	66.6713283	-162.24902	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL141_JRRW018	NA	America	2009	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL175_RWJR014	NA	America	2009	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL189_RWJR008	NA	America	2012	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL25_RWJR010	NA	America	1988	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
Minnesota_RKW119_RWJR007	NA	America	2020	46.7417239	-90.732822	Wolf	Wolf_Modern	North_American	NA	NA
Minnesota_RKW2515_RWJR016	NA	America	2020	46.7417239	-90.732822	Wolf	Wolf_Modern	North_American	NA	NA
Minnesota_RKW2518_RWJR012	NA	America	1989	46.7417239	-90.732822	Wolf	Wolf_Modern	North_American	NA	NA
Minnesota_RKW2523_RWJR009	NA	America	2020	46.7417239	-90.732822	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_AW12_RKW2297	NA	Arctic-North-America	2020	61.49534	-105.43329	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_AW13_RKW7615	NA	Arctic-North-America	2020	77.22	-85.42	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_AW18_RKW7631	NA	Arctic-North-America	2020	73.44	-121.925	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_AW19_RKW7636	NA	Arctic-North-America	2020	71.191287	-85.508735	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_AW20_RKW7652	NA	Arctic-North-America	2020	69.62	-93.9	Wolf	Wolf_Modern	North_American	NA	NA
MW701A	NA	Bulgaria	2020	41.7333	24.35	Wolf	Wolf_Modern	Dinaric-Balkan	NA	NA
Arctic_AW16_RKW7622	NA	Canada	2020	72.538139	-110.53423	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_BaffinIsl_CD130_RKW7639	NA	Canada	2020	64.16	-76.58	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_EllesmereIsl_GF44_RKW7640	NA	Canada	1999	77.19	-84.26	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_Nunavut_CB177_RKW7649	NA	Canada	2020	66.77	-102.6	Wolf	Wolf_Modern	North_American	NA	NA
Arctic_VictoriaIsl_CB215_RKW7619	NA	Canada	2020	68.92	-104.37	Wolf	Wolf_Modern	North_American	NA	NA
AtlanticCoast	NA	Canada	2020	54.9	-59.78	Wolf	Wolf_Modern	North_American	NA	NA
BanksIsland	NA	Canada	2020	74.13	-119.75	Wolf	Wolf_Modern	North_American	NA	NA
Ellesmere1	NA	Canada	2002	77.22	-85.42	Wolf	Wolf_Modern	North_American	NA	NA
Ellesmere2	NA	Canada	2002	76.42	-82.88	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL152_RWJR001	NA	Canada	2003	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL55_RWJR015	NA	Canada	1998	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL61_RWJR005	NA	Canada	2001	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL62_RWJR011	NA	Canada	2001	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL65_RWJR002	NA	Canada	2003	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL67_JRRW017	NA	Canada	2009	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
IsleRoyaleNP_CL75_RWJR004	NA	Canada	2007	48.3421676	-89.157312	Wolf	Wolf_Modern	North_American	NA	NA
NorthBaffin	NA	Canada	1999	72.7	-77.98	Wolf	Wolf_Modern	North_American	NA	NA
PacificCoast	NA	Canada	1992	56.75	-133.5	Wolf	Wolf_Modern	North_American	NA	NA
Qamanirjuaq	NA	Canada	2000	64.43	-93.1	Wolf	Wolf_Modern	North_American	NA	NA
Quebec_MontTremblantNP_RWBH001	NA	Canada	2007	46.4022398	-75.522596	Wolf	Wolf_Modern	North_American	NA	NA
Saskatchewan	NA	Canada	2000	55.1	-105.28	Wolf	Wolf_Modern	North_American	NA	NA
SouthBaffin	NA	Canada	2020	65.17	-65.5	Wolf	Wolf_Modern	North_American	NA	NA
StLawrenceIsland	NA	Canada	2020	63.7797222	-171.74111	Wolf	Wolf_Modern	North_American	NA	NA
Toronto	NA	Canada	2020	43.72	-79.55	Wolf	Wolf_Modern	North_American	NA	NA
VictoriaIsland	NA	Canada	2020	72.77	-111.02	Wolf	Wolf_Modern	North_American	NA	NA
MW1139	NA	Greece	2010	40.86	21.83	Wolf	Wolf_Modern	Dinaric-Balkan	NA	NA
214_Uummannaq	NA	Greenland	2020	70.678981	-52.146692	Wolf	Wolf_Modern	Greenland	NA	NA
Greenland_wolf_A1	NA	Greenland	2020	74.3	-20.23347	Wolf	Wolf_Modern	Greenland	NA	NA
Qaanaaq_P6307_101	NA	Greenland	2015	77.4669	-69.229	Wolf	Wolf_Modern	Greenland	NA	NA
Siorapaluk_P6307_102	NA	Greenland	2020	77.7853	-70.631389	Wolf	Wolf_Modern	Greenland	NA	NA
MexicanWolf	NA	Mexico	2020	0	0	Wolf	Wolf_Modern	North_American	NA	NA
MW611	NA	Mongolia	2019	50.169039	102.750158	Wolf	Wolf_Modern	Asian	NA	NA
Alaska1	NA	North-America	2002	65.3401204	-158.02777	Wolf	Wolf_Modern	North_American	NA	NA
MW1107	2	Belarus	2000	55.67	29	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW1110	2	Belarus	2002	51.65	27.5	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW725A	2	Estonia	2013	59.19153	26.20508	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW726A	2	Estonia	2011	59.31418	26.37123	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW727A	2	Estonia	2012	58.21048	27.25667	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW728A	2	Estonia	2013	59.12216	25.02187	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW729A	2	Estonia	2012	58.68466	26.58329	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW730A	2	Estonia	2014	58.5792	25.18318	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW731A	2	Estonia	2015	58.6001	27.13331	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW826	2	Estonia	2012	58.0639	24.77399	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW827	2	Estonia	2012	58.26687	25.40363	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW828	2	Estonia	2012	58.60342	26.21017	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW829	2	Estonia	2013	58.05383	26.23935	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW830	2	Estonia	2012	59.45635	26.00972	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW831	2	Estonia	2012	58.92829	24.87684	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW832	NA	Estonia	2020	59.19631	25.54195	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW833	2	Estonia	2013	59.18324	25.46497	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW834	2	Estonia	2014	58.98892	26.24269	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW835	2	Estonia	2014	58.3316	22.25549	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW836	2	Estonia	2014	58.10514	26.13706	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW837	NA	Estonia	2020	57.9481	25.82096	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW838	NA	Estonia	2020	58.22434	26.42173	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW839	2	Estonia	2014	58.13212	26.81311	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW840	2	Estonia	2014	58.70525	22.59625	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW841	2	Estonia	2014	58.80506	25.42214	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW842	NA	Estonia	2020	58.98892	26.24269	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW843	2	Estonia	2014	58.98892	26.24269	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW844	2	Estonia	2013	58.3617	26.89136	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW845	2	Estonia	2014	58.28652	22.02447	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW846	NA	Estonia	2020	58.14976	25.045	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW847	2	Estonia	2014	58.68616	24.77731	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW848	NA	Estonia	2020	58.73477	25.78077	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW849	2	Estonia	2014	58.50415	23.11514	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW850	2	Estonia	2014	58.9574	24.22799	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW851	NA	Estonia	2020	58.55935	23.08216	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW852	2	Estonia	2014	57.60886	26.83421	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW853	2	Estonia	2014	57.7321	27.28346	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW854	2	Estonia	2014	58.92395	22.59194	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW855	2	Estonia	2014	57.60104	27.22926	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW856	NA	Estonia	2020	58.25495	22.49189	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW857	2	Estonia	2020	58.25495	22.49189	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW858	NA	Estonia	2020	58.55935	23.08216	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW859	2	Estonia	2014	58.81528	26.28567	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW860	NA	Estonia	2020	58.89957	24.1273	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW862	2	Estonia	2014	57.92663	27.33287	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW863	NA	Estonia	2020	59.08607	25.24129	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW864	NA	Estonia	2020	57.92097	26.1227	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW865	2	Estonia	2013	59.19631	25.54195	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW866	NA	Estonia	2020	57.60104	27.22926	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW867	2	Estonia	2013	59.36186	27.18939	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW1141	2	Latvia	1999	57.25	26.5	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW1142	2	Latvia	1999	56.53	26.97	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
MW1150	2	Latvia	2008	57.27	27.12	Wolf	Wolf_Modern	Baltic	NBAL	Northern Baltic
