ID	Location	Latitude	Longitude	Species	Captive	newgroup	colour	unrelated	refpanel	dups	hybrids	related	grouping	newgroup2
G174-13	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G175-13	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G24-14	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G32-15	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G34-10	Sweden	62.1750636	15.3580596	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G58-15	Sweden	59.6403173	13.5828845	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
G87-12	Sweden	61.8467975	12.4174112	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-00-09	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-01-06	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-01-10	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-03-06	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-03-07	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-05-07	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-07-06	Sweden	60.3876967	13.5295308	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-09-05	Norway	61.6283885	11.3336976	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
M-98-01	Sweden	60.1282	18.6435	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW011_merged_Canfam31	Norway	61.444915	11.383014	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW1045	Finland	67.59133	29.32968	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW1236	Norway	60.472	8.4689	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW145_merged	Norway	59.95454	11.763735	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW151_merged_Canfam31	Norway	58.62437	7.43113	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW152_merged_Canfam31	Norway	60.449007	12.127128	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW156_merged_Canfam31	Norway	59.767993	11.07334	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW162_merged_Canfam31	Norway	59.433139	10.705307	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW163_merged_Canfam31	Norway	59.469166	11.162215	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW164_merged_Canfam31	Norway	61.471177	11.323356	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW165_merged_Canfam31	Norway	61.386919	12.034568	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
MW166_merged_Canfam31	Norway	61.361111	11.995	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
W9	Finland	65.68754	30.07733	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
W99	Finland	67.88802	29.51268	Canis lupus	wild	SCAN	#C96480	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SCAN
IndiaWolf	India	20.7504232	73.7273399	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW167	Israel	33.2	35.66	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW169	Israel	33.044	35.838	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW170	Israel	33.27	36.62	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW171	Israel	29.51	34.92	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW172	Israel	32.84	35.81	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW174	Israel	32.642	35.519	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW175	Israel	31.201	35.353	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW176	Israel	31.153	35.364	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW377	Turkiye	40.280274	42.595819	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW378	Turkiye	40.192723	42.294624	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW379	Turkiye	40.276919	42.583303	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW381	Turkiye	40.277573	42.711946	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW383	Turkiye	40.192723	42.294624	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW386	Turkiye	40.192723	42.294624	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW387	Turkiye	40.192723	42.294624	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW388	Turkiye	40.271596	42.616514	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW389	Turkiye	40.192723	42.294624	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW390	Turkiye	40.265505	42.614991	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW393	Turkiye	40.270073	42.680474	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW394	Turkiye	40.28454	42.575397	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW395	Turkiye	40.243423	42.493924	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW396	Turkiye	40.277687	42.581488	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW397	Turkiye	40.245707	42.492401	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW398	Turkiye	40.244238	42.466792	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
MW399	Turkiye	40.270616	42.626751	Canis lupus	wild	SWASIA	#3CAEA3	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	SWASIA
750114-25D	Kazakhstan	51	51	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1063	Russia	57.15	63.05	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1064	Russia	56.55	63.5	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1065	Russia	57.15	58.4	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1066	Russia	54.3	55.2	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1067	Russia	56.45	57.5	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1068	Russia	56.42	58.5	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1069	Russia	57.34	62.42	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1070	Russia	56.43	63.47	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1071	Russia	56.58	63.28	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1073	Russia	56.55	63.15	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1081	Russia	53.32	48.06	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1104	Belarus	51.78	29.75	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1109	Belarus	55.42	29.5	Canis lupus	wild	SBAL	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1183	Ukraine	51.75	33.25	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1184	Ukraine	48.13	39.8	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW1210	Russia	58.2	57.2	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW294	Poland	51.1714	23.6403	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW486	Russia	65.86165	44.22931	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW491	Russia	65.86165	44.22931	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW694A	Ukraine	46.8333	35.2667	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW702A	Ukraine	50.9167	34.55	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW868	Russia	57	59	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW869	Russia	57	60	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW870	Russia	57	59	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW874	Russia	53	50	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW875	Russia	53	50	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW882	Ukraine	48.5736	39.3023	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW887	Ukraine	48.0112	37.7927	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW897	Ukraine	51.2333	31.4667	Canis lupus	wild	SBAL	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW906	Ukraine	50.9167	34.55	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW907	Ukraine	48.4833	28.9	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW908	Ukraine	48.37943	31.16557	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW916	Ukraine	47.0333	30.8833	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW917	Ukraine	47.0333	30.8833	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW918	Ukraine	47.65	30.1	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW920	Ukraine	47.9167	30.1167	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW926	Ukraine	47.45	36.0833	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW929	Ukraine	48.45	39.1333	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
MW931	Ukraine	48.8333	38.9	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
Wang_GW3	Russia	53.2799469	34.2068799	Canis lupus	wild	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
AW086_merge	Norway	64.246503	12.38226	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
G100-14	Sweden	60.1282	18.6435	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
M-09-03	Sweden	61.6588365	16.0202321	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW1030_merge	Finland	68.4594	22.75566	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW1031	Finland	67.67033	29.6659	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW1034	Finland	69.06714	26.25248	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW1038	Finland	64.26391	30.40289	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW1055	Finland	63.9909725	24.2333242	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW314	Finland	62.0788776	21.6252135	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW321	Finland	60.8085262	28.1715783	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW355_merge	Finland	63.76079222	23.60220196	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW356	Finland	63.5876671	24.5905758	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW407	Finland	62.66788	30.93949	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW754A	Finland	63.3667605	24.639301	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW764A	Finland	60.7078321	22.2122694	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW767A	Finland	60.4230611	22.5249141	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW775A	Finland	62.4946793	21.9224993	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW776A	Finland	62.9853136	22.3796548	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW973	Finland	62.4359465	22.4217054	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW977	Finland	64.0289819	24.3745799	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW978	Finland	63.9921851	24.4585624	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW980	Finland	63.6936051	22.8799924	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW982	Finland	68.7714791	28.7307936	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
MW987	Finland	66.8920486	28.8500604	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
W37	Finland	61.70168	24.92463	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
W70	Finland	63.9249	25.58224	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
M-10-10	Norway	60.6136	12.012	Canis lupus	wild	WFIN	#B8D8D8	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	WFIN
Novembre_Chinese_Wolf	United States	NA	NA	Canis lupus	zoo	NA	NA	NA	Novembre_Chinese_Wolf	#N/A	#N/A	#N/A	ref panel	NA
Saudi_wolf_B1	Saudi Arabia	23.9530695	46.2544796	Canis lupus	zoo	NA	NA	NA	Saudi_wolf_B1	#N/A	#N/A	#N/A	ref panel	NA
Syrian_wolf	Syria	34.802075	38.996815	Canis lupus	zoo	NA	NA	NA	Syrian_wolf	#N/A	#N/A	#N/A	ref panel	NA
AW538_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	AW538_merge	related	ZOO
AW540_merge	Finlandzoo	65.94341	26.46701	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	AW540_merge	related	ZOO
AW553_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	AW553_merge	related	ZOO
MW1220	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1220	related	ZOO
MW1221	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1221	related	ZOO
MW1222	Swedenzoo	61.71045	16.15425	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1222	related	ZOO
MW1223	Swedenzoo	61.71045	16.15425	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1223	related	ZOO
MW1225	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1225	related	ZOO
MW1226	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1226	related	ZOO
MW1227	Swedenzoo	59.32442	18.10098	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1227	related	ZOO
MW1230	Latviazoo	57.0062	24.15753	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1230	related	ZOO
MW1232	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	NA	NA	NA	#N/A	#N/A	#N/A	MW1232	related	VOUR
MW1233	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	VOUR	#6BC2EB	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	VOUR
AW536_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
AW537_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
AW539_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
AW541_merge	Finlandzoo	60.17487	24.98467	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
AW554_merge	Finlandzoo	62.53633	24.18494	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1005	Finlandzoo	62.5377395	24.1798262	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1006	Finlandzoo	62.5377395	24.1798262	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1224	Swedenzoo	60.1282	18.6435	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1228	Swedenzoo	59.32442	18.10098	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1229	Swedenzoo	61.21232	14.53508	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
MW1231	Swedenzoo	59.32704	18.10374	Canis lupus	zoo	ZOO	#0072B2	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ZOO
