ID	Location	Latitude	Longitude	Species	Captive	newgroup	colour	unrelated	refpanel	dups	hybrids	related	grouping	newgroup2
W41	Finland	63.63186	29.31942	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W41	related	EFIN
W44	Finland	65.56017	29.34629	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W44	related	KAR
W45	Finland	64.21888	30.2657	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W45	related	KAR
W46	Finland	64.21888	30.2657	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W46	related	KAR
W51	Finland	63.08291	28.80501	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W51	related	EFIN
W52	Finland	65.46399	28.60288	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W52	related	EFIN
W53	Finland	64.49573	29.02563	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W53	related	EFIN
W55	Finland	65.07972	29.63893	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W55	related	KAR
W56	Finland	64.68922	28.80845	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W56	related	EFIN
W57	Finland	64.60146	29.77953	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W57	related	KAR
W59	Finland	60.99044	27.99769	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W59	related	WFIN
W6	Finland	68.11051	28.66718	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W6	related	KAR
W60	Finland	64.41545	29.21063	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W60	related	EFIN
W62	Finland	65.21143	28.04694	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W62	related	EFIN
W64	Finland	64.06524	28.96851	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W64	related	EFIN
W7	Finland	64.24933	29.94895	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W7	related	EFIN
W71	Finland	65.43394	28.07916	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W71	related	KAR
W72	Finland	65.15936	29.34185	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W72	related	WFIN
W73	Finland	64.32136	29.9054	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W73	related	KAR
W76	Finland	68.23716	27.4331	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W76	related	KAR
W78	Finland	67.61319	28.82885	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W78	related	EFIN
W83	Finland	64.07676	30.30942	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W83	related	EFIN
W84	Finland	64.07051	28.86479	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W84	related	EFIN
W85	Finland	64.00761	27.27111	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W85	related	EFIN
W86	Finland	68.64109	28.55907	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W86	related	KAR
W89	Finland	65.75044	30.07419	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W89	related	SCAN
W91	Finland	65.89889	29.69932	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W91	related	KAR
W92	Finland	64.00369	28.84074	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W92	related	EFIN
W94	Finland	68.39339	28.35634	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W94	related	KAR
W95	Finland	65.57926	28.13972	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W95	related	EFIN
W96	Finland	64.67334	29.46218	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W96	related	EFIN
W97	Finland	64.66486	29.6712	Canis lupus	wild	NA	NA	NA	#N/A	#N/A	#N/A	W97	related	EFIN
858A	Slovakia	48.9634	19.7409	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW046	Slovakia	48.65	19.4131	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW047	Slovakia	48.9124	18.7279	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW048	Slovakia	49.3985	19.307	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW050	Slovakia	49.1709	22.0248	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW051	Slovakia	48.8756	22.1472	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW253	Poland	49.27366	22.68584	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW254	Poland	49.2735	22.2862	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW256	Poland	49.54918	21.8509	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW257	Poland	49.53444	21.9035	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW258	Poland	49.20206	22.36225	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW259	Poland	49.43792	21.69074	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW260	Poland	49.26159	22.48799	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW261	Poland	49.71314	18.96991	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW296	Poland	49.9193	22.9735	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW332	Slovakia	49.3116	21.8325	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW336	Slovakia	49.3181	18.8802	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW337	Slovakia	49.32047	21.84349	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW339	Slovakia	49.21531	19.44052	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW342	Slovakia	48.91577	19.26219	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW697A	Slovakia	49.0108	19.4953	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW698A	Slovakia	48.7853	20.1361	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW710A	Slovakia	48.6531	19.431	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW712A	Slovakia	49.1176	19.7938	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW878	Slovakia	48.6233	19.0548	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW933	Slovakia	49.1742	19.2575	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW935	Slovakia	49.0405	19.6171	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW936	Slovakia	48.5257	19.9472	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW937	Slovakia	48.5899	19.9912	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW939	Slovakia	48.8416	19.4981	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW941	Slovakia	49.099	20.85	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW942	Slovakia	48.8833	20.5833	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW944	Slovakia	48.7983	20.7332	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW945	Slovakia	49.0244	20.6741	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW946	Slovakia	48.8532	20.5262	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW948	Slovakia	49.0298	20.4647	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW949	Slovakia	48.8297	20.7583	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW952	Slovakia	49.1526	19.0098	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW954	Slovakia	49.2623	21.6322	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW957	Slovakia	49.3348	19.6748	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW959	Slovakia	49.3484	21.2218	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW960	Slovakia	49.0725	22.0934	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW961	Slovakia	48.9007	22.3936	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW962	Slovakia	48.6409	19.4602	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW963	Slovakia	48.7163	19.6992	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW964	Slovakia	49.2079	19.535	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW965	Slovakia	49.1066	19.4374	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW966	Slovakia	49.09834	20.20651	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW967	Slovakia	49.0097	20.0902	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW969	Slovakia	49.0151	20.1641	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW970	Slovakia	49.0097	20.0902	Canis lupus	wild	CAR	#C3ACCE	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CAR
MW001	Denmark	56.273653	8.318263	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW002	Denmark	56.75073	8.422565	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW045	Czech Republic	50.797808	14.417685	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW052	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW055	Germany	50.652051	9.162438	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW056	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW058	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW059	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW070	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW072	Germany	52.636704	9.845077	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW073	Germany	52.636704	9.845077	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW076	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW077	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW078	Germany	51.010989	10.845346	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW080	Germany	51.950265	11.692273	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW083	Germany	50.652051	9.162438	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW085	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW088	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW089	Germany	53.612651	12.429595	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW090	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW091	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW094	Germany	52.636704	9.845077	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW095	Germany	51.104541	13.201738	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW096	Germany	52.636704	9.845077	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW098	Germany	52.131392	13.216249	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW102	Germany	52.636704	9.845077	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW263	Poland	51.55846	15.25794	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW270	Poland	51.562	15.0614	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW271	Poland	51.60928	14.97246	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW272	Poland	54.13323	17.84086	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW273	Poland	52.5431	14.76891	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW274	Poland	53.2381	15.97129	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW276	Poland	53.0496	16.1429	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW277	Poland	53.06771	16.54556	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW278	Poland	53.39909	16.70848	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW280	Poland	53.3845	16.73929	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW281	Poland	53.3709	16.65359	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW283	Poland	53.52417	16.41971	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW286	Poland	52.71581	16.08352	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW287	Poland	52.54669	15.07533	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW288	Poland	52.7872	15.73189	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW289	Poland	52.53113	14.79944	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW291	Poland	52.5454	17.0451	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW295	Poland	50.5737	21.93079	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW333	Czech Republic	50.653	15.6133	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW334	Czech Republic	50.3376	14.8746	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW338	Czech Republic	50.67852	14.539699	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW340	Czech Republic	50.27093	14.66497	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW515	Austria	48.65342	15.33925	Canis lupus	wild	CEL	#6B0504	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	CEL
MW062	Romania	46.128965	25.610115	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW063	Romania	45.94316	24.96676	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW064	Romania	46.069015	26.087026	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW066	Romania	45.134775	23.166059	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW068	Romania	45.94316	24.96676	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW081	Romania	46.493201	25.745835	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW082	Romania	46.493201	25.745835	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1118	Bulgaria	42.86	23.31	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1120	Bulgaria	41.7	23.1	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1121	Croatia	43.7	16.62	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1122	Croatia	45.4	14.72	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1123	Croatia	45.39	14.8	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1124	Croatia	44.59	15.44	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1125	Croatia	43.6	16.54	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1126	Croatia	43.16	17.32	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1127	Croatia	43.16	17.32	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1128	Croatia	43.55	16.3	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1129	Croatia	43.66	16.27	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1130	Croatia	43.63	16.77	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1133	Greece	40.3	21.8	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1134	Greece	40.3	21.8	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1135	Greece	40.1	21.42	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1140	Greece	40.71	21.81	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1169	Romania	46.48	24.82	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1171	Romania	46.43	24.79	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW1173	Romania	46.58	25.13	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW703A	Bosnia and Herzegovina	43.7831	19.2918	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW705A	Romania	45.6792	26.2527	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW706A	Bulgaria	42.6977	23.32186	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW876	Bulgaria	41.7333	24.35	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW877	Bosnia and Herzegovina	43.45	18.6	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW884	Ukraine	50.5301	30.4224	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
MW922	Ukraine	48.0167	25.2333	Canis lupus	wild	DINBAL	#FDCA40	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	DINBAL
Chinese_CAN11	China	35.7594035	93.6699489	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN16	China	35.7594035	93.6699489	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN24	China	44.9859211	90.7146768	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN30	China	44.2583554	84.7838073	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN32	China	31.5903791	84.264246	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN6	China	45.0191656	102.650335	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN7	China	45.0191656	102.650335	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Chinese_CAN9	China	29.633774	91.0561504	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
KoreanWolf5	Korea	36.5886	127.9306	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW523	Russia	58.12038	125.029419	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW524	Russia	57.443441	127.41704	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW525	Russia	57.845394	128.90366	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW526	Russia	59.557867	125.349784	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW528	Russia	58.963331	131.302699	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW530	Russia	64.882755	111.577808	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW531	Russia	64.882755	109.181271	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW532	Russia	63.924068	110.477065	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW533	Russia	65.650613	110.237129	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW535	Russia	60.760583	128.023531	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW536	Russia	64.789251	127.814014	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW538	Russia	72.384805	114.594015	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW539	Russia	63.349629	124.076338	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW540	Russia	63.37469	143.005505	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW561	Mongolia	43.71147	111.91448	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW563	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW564	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
